batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,lag_1_avg,lag_2_avg,lag_3_avg,lag_1_G,lag_2_G,lag_3_G,lag_1_AB,lag_2_AB,lag_3_AB,lag_1_R,lag_2_R,lag_3_R,lag_1_H,lag_2_H,lag_3_H,lag_1_2B,lag_2_2B,lag_3_2B,lag_1_3B,lag_2_3B,lag_3_3B,lag_1_HR,lag_2_HR,lag_3_HR,lag_1_TB,lag_2_TB,lag_3_TB,lag_1_RBI,lag_2_RBI,lag_3_RBI,lag_1_SB,lag_2_SB,lag_3_SB,lag_1_CS,lag_2_CS,lag_3_CS,lag_1_BB,lag_2_BB,lag_3_BB,lag_1_HBP,lag_2_HBP,lag_3_HBP,lag_1_SO,lag_2_SO,lag_3_SO,lag_1_GDP,lag_2_GDP,lag_3_GDP,lag_1_SLG,lag_2_SLG,lag_3_SLG,lag_1_OBP,lag_2_OBP,lag_3_OBP,lag_1_E,lag_2_E,lag_3_E,1B,1b_luck,2b_luck,3b_luck,lag_1_1b_luck,lag_2_1b_luck,lag_3_1b_luck,lag_1_2b_luck,lag_2_2b_luck,lag_3_2b_luck,lag_1_3b_luck,lag_2_3b_luck,lag_3_3b_luck
297,진갑용,2012,삼성,0.307,114,313,27,96,15,1,6,131,57,0,0,17,7,46,6,0.4185303514376997,0.3560830860534125,3,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7746134374911122,0.273,0.263,0.23199999999999998,112.0,100.0,57.0,286.0,259.0,142.0,26.0,36.0,10.0,78.0,68.0,33.0,7.0,8.0,3.0,0.0,0.0,1.0,10.0,10.0,3.0,115.0,106.0,47.0,42.0,28.0,20.0,1.0,0.0,1.0,0.0,0.0,2.0,35.0,45.0,15.0,3.0,2.0,4.0,53.0,57.0,23.0,10.0,7.0,5.0,0.4020979020979021,0.4092664092664093,0.3309859154929577,0.3580246913580247,0.3758169934640523,0.3229813664596273,6.0,4.0,2.0,74,0.2835249042145594,0.05747126436781609,0.0038314176245210726,0.273542600896861,0.2604166666666667,0.22413793103448276,0.03139013452914798,0.041666666666666664,0.02586206896551724,0.0,0.0,0.008620689655172414
297,진갑용,2013,삼성,0.271,101,181,22,49,9,0,6,76,36,0,0,12,5,28,5,0.4198895027624309,0.3333333333333333,4,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.7532228360957642,0.307,0.273,0.263,114.0,112.0,100.0,313.0,286.0,259.0,27.0,26.0,36.0,96.0,78.0,68.0,15.0,7.0,8.0,1.0,0.0,0.0,6.0,10.0,10.0,131.0,115.0,106.0,57.0,42.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,35.0,45.0,7.0,3.0,2.0,46.0,53.0,57.0,6.0,10.0,7.0,0.4185303514376997,0.4020979020979021,0.4092664092664093,0.3560830860534125,0.3580246913580247,0.3758169934640523,3.0,6.0,4.0,34,0.23129251700680273,0.061224489795918366,0.0,0.2835249042145594,0.273542600896861,0.2604166666666667,0.05747126436781609,0.03139013452914798,0.041666666666666664,0.0038314176245210726,0.0,0.0
297,진갑용,2014,삼성,0.41200000000000003,11,17,2,7,0,0,0,7,4,0,0,0,0,1,0,0.4117647058823529,0.4117647058823529,1,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8235294117647058,0.271,0.307,0.273,101.0,114.0,112.0,181.0,313.0,286.0,22.0,27.0,26.0,49.0,96.0,78.0,9.0,15.0,7.0,0.0,1.0,0.0,6.0,6.0,10.0,76.0,131.0,115.0,36.0,57.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,17.0,35.0,5.0,7.0,3.0,28.0,46.0,53.0,5.0,6.0,10.0,0.4198895027624309,0.4185303514376997,0.4020979020979021,0.3333333333333333,0.3560830860534125,0.3580246913580247,4.0,3.0,6.0,7,0.4375,0.0,0.0,0.23129251700680273,0.2835249042145594,0.273542600896861,0.061224489795918366,0.05747126436781609,0.03139013452914798,0.0,0.0038314176245210726,0.0
297,진갑용,2015,삼성,0.324,39,68,8,22,2,0,3,33,10,0,0,4,0,9,3,0.4852941176470588,0.3611111111111111,0,,1974년 05월 08일,,하단초-초량중-부산고-고려대-OB-두산-삼성,,0.8464052287581699,0.41200000000000003,0.271,0.307,11.0,101.0,114.0,17.0,181.0,313.0,2.0,22.0,27.0,7.0,49.0,96.0,0.0,9.0,15.0,0.0,0.0,1.0,0.0,6.0,6.0,7.0,76.0,131.0,4.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,0.0,5.0,7.0,1.0,28.0,46.0,0.0,5.0,6.0,0.4117647058823529,0.4198895027624309,0.4185303514376997,0.4117647058823529,0.3333333333333333,0.3560830860534125,1.0,4.0,3.0,17,0.30357142857142855,0.03571428571428571,0.0,0.4375,0.23129251700680273,0.2835249042145594,0.0,0.061224489795918366,0.05747126436781609,0.0,0.0,0.0038314176245210726
3,강민국,2014,NC,0.0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,,,,,,
3,강민국,2015,NC,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.0,0.0,,,6.0,,,3.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
3,강민국,2016,NC,0.13,24,23,2,3,1,0,1,7,1,0,0,2,0,9,1,0.304,0.2,4,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.504,0.0,0.0,,1.0,6.0,,2.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,2.0,,1,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
3,강민국,2018,NC,0.25,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0.25,0.25,0,176cm/80kg,1992년 01월 10일,내야수(우투우타),송정동초-충장중-광주제일고-동국대-NC-상무,20000만원,0.5,,0.13,0.0,,24.0,1.0,,23.0,2.0,,2.0,0.0,,3.0,0.0,,1.0,0.0,,0.0,0.0,,1.0,0.0,,7.0,0.0,,1.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,,0.0,0.0,,9.0,1.0,,1.0,0.0,,0.304,0.0,,0.2,0.0,,4.0,0.0,1,0.25,0.0,0.0,,0.07692307692307693,0.0,,0.07692307692307693,0.0,,0.0,0.0
4,강민호,2004,롯데,0.0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,1,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,,,,,,
4,강민호,2005,롯데,0.243,104,214,20,52,11,2,2,73,18,1,4,5,2,56,7,0.341,0.267,9,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.6080000000000001,0.0,,,3.0,,,5.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,,,0.0,,,0.0,,,1.0,,,37,0.23717948717948717,0.07051282051282051,0.01282051282051282,0.0,,,0.0,,,0.0,,
4,강민호,2006,롯데,0.251,126,410,40,103,20,0,9,150,53,4,1,23,11,78,5,0.366,0.307,12,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.6729999999999999,0.243,0.0,,104.0,3.0,,214.0,5.0,,20.0,0.0,,52.0,0.0,,11.0,0.0,,2.0,0.0,,2.0,0.0,,73.0,0.0,,18.0,0.0,,1.0,0.0,,4.0,0.0,,5.0,0.0,,2.0,0.0,,56.0,3.0,,7.0,0.0,,0.341,0.0,,0.267,0.0,,9.0,1.0,,74,0.22910216718266255,0.06191950464396285,0.0,0.23717948717948717,0.0,,0.07051282051282051,0.0,,0.01282051282051282,0.0,
4,강민호,2007,롯데,0.271,125,413,48,112,20,0,14,174,68,1,4,37,4,88,10,0.42100000000000004,0.335,11,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.7559999999999999,0.251,0.243,0.0,126.0,104.0,3.0,410.0,214.0,5.0,40.0,20.0,0.0,103.0,52.0,0.0,20.0,11.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,150.0,73.0,0.0,53.0,18.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,23.0,5.0,0.0,11.0,2.0,0.0,78.0,56.0,3.0,5.0,7.0,0.0,0.366,0.341,0.0,0.307,0.267,0.0,12.0,9.0,1.0,78,0.2508038585209003,0.06430868167202572,0.0,0.22910216718266255,0.23717948717948717,0.0,0.06191950464396285,0.07051282051282051,0.0,0.0,0.01282051282051282,0.0
4,강민호,2008,롯데,0.292,122,435,51,127,25,1,19,211,82,2,4,49,7,77,13,0.485,0.365,6,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.85,0.271,0.251,0.243,125.0,126.0,104.0,413.0,410.0,214.0,48.0,40.0,20.0,112.0,103.0,52.0,20.0,20.0,11.0,0.0,0.0,2.0,14.0,9.0,2.0,174.0,150.0,73.0,68.0,53.0,18.0,1.0,4.0,1.0,4.0,1.0,4.0,37.0,23.0,5.0,4.0,11.0,2.0,88.0,78.0,56.0,10.0,5.0,7.0,0.42100000000000004,0.366,0.341,0.335,0.307,0.267,11.0,12.0,9.0,82,0.24188790560471976,0.07374631268436578,0.0029498525073746312,0.2508038585209003,0.22910216718266255,0.23717948717948717,0.06430868167202572,0.06191950464396285,0.07051282051282051,0.0,0.0,0.01282051282051282
4,강민호,2009,롯데,0.26,83,262,36,68,13,0,9,108,30,0,0,33,3,44,9,0.41200000000000003,0.34600000000000003,6,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.758,0.292,0.271,0.251,122.0,125.0,126.0,435.0,413.0,410.0,51.0,48.0,40.0,127.0,112.0,103.0,25.0,20.0,20.0,1.0,0.0,0.0,19.0,14.0,9.0,211.0,174.0,150.0,82.0,68.0,53.0,2.0,1.0,4.0,4.0,4.0,1.0,49.0,37.0,23.0,7.0,4.0,11.0,77.0,88.0,78.0,13.0,10.0,5.0,0.485,0.42100000000000004,0.366,0.365,0.335,0.307,6.0,11.0,12.0,46,0.22009569377990432,0.06220095693779904,0.0,0.24188790560471976,0.2508038585209003,0.22910216718266255,0.07374631268436578,0.06430868167202572,0.06191950464396285,0.0029498525073746312,0.0,0.0
4,강민호,2010,롯데,0.305,117,410,66,125,19,1,23,215,72,2,7,42,8,65,16,0.524,0.376,11,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.9,0.26,0.292,0.271,83.0,122.0,125.0,262.0,435.0,413.0,36.0,51.0,48.0,68.0,127.0,112.0,13.0,25.0,20.0,0.0,1.0,0.0,9.0,19.0,14.0,108.0,211.0,174.0,30.0,82.0,68.0,0.0,2.0,1.0,0.0,4.0,4.0,33.0,49.0,37.0,3.0,7.0,4.0,44.0,77.0,88.0,9.0,13.0,10.0,0.41200000000000003,0.485,0.42100000000000004,0.34600000000000003,0.365,0.335,6.0,6.0,11.0,82,0.2546583850931677,0.059006211180124224,0.003105590062111801,0.22009569377990432,0.24188790560471976,0.2508038585209003,0.06220095693779904,0.07374631268436578,0.06430868167202572,0.0,0.0029498525073746312,0.0
4,강민호,2011,롯데,0.289,124,450,63,130,25,2,19,216,66,4,6,47,8,81,18,0.48,0.366,15,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.846,0.305,0.26,0.292,117.0,83.0,122.0,410.0,262.0,435.0,66.0,36.0,51.0,125.0,68.0,127.0,19.0,13.0,25.0,1.0,0.0,1.0,23.0,9.0,19.0,215.0,108.0,211.0,72.0,30.0,82.0,2.0,0.0,2.0,7.0,0.0,4.0,42.0,33.0,49.0,8.0,3.0,7.0,65.0,44.0,77.0,16.0,9.0,13.0,0.524,0.41200000000000003,0.485,0.376,0.34600000000000003,0.365,11.0,6.0,6.0,84,0.24,0.07142857142857142,0.005714285714285714,0.2546583850931677,0.22009569377990432,0.24188790560471976,0.059006211180124224,0.06220095693779904,0.07374631268436578,0.003105590062111801,0.0,0.0029498525073746312
4,강민호,2012,롯데,0.273,119,400,41,109,21,0,19,187,66,0,1,44,8,97,9,0.46799999999999997,0.355,3,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.823,0.289,0.305,0.26,124.0,117.0,83.0,450.0,410.0,262.0,63.0,66.0,36.0,130.0,125.0,68.0,25.0,19.0,13.0,2.0,1.0,0.0,19.0,23.0,9.0,216.0,215.0,108.0,66.0,72.0,30.0,4.0,2.0,0.0,6.0,7.0,0.0,47.0,42.0,33.0,8.0,8.0,3.0,81.0,65.0,44.0,18.0,16.0,9.0,0.48,0.524,0.41200000000000003,0.366,0.376,0.34600000000000003,15.0,11.0,6.0,69,0.24295774647887325,0.07394366197183098,0.0,0.24,0.2546583850931677,0.22009569377990432,0.07142857142857142,0.059006211180124224,0.06220095693779904,0.005714285714285714,0.003105590062111801,0.0
4,강민호,2013,롯데,0.235,105,327,48,77,13,0,11,123,57,4,1,60,11,87,5,0.376,0.366,8,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.742,0.273,0.289,0.305,119.0,124.0,117.0,400.0,450.0,410.0,41.0,63.0,66.0,109.0,130.0,125.0,21.0,25.0,19.0,0.0,2.0,1.0,19.0,19.0,23.0,187.0,216.0,215.0,66.0,66.0,72.0,0.0,4.0,2.0,1.0,6.0,7.0,44.0,47.0,42.0,8.0,8.0,8.0,97.0,81.0,65.0,9.0,18.0,16.0,0.46799999999999997,0.48,0.524,0.355,0.366,0.376,3.0,15.0,11.0,53,0.2314410480349345,0.056768558951965066,0.0,0.24295774647887325,0.24,0.2546583850931677,0.07394366197183098,0.07142857142857142,0.059006211180124224,0.0,0.005714285714285714,0.003105590062111801
4,강민호,2014,롯데,0.22899999999999998,98,310,37,71,14,2,16,137,40,1,2,33,13,92,6,0.442,0.325,3,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.767,0.235,0.273,0.289,105.0,119.0,124.0,327.0,400.0,450.0,48.0,41.0,63.0,77.0,109.0,130.0,13.0,21.0,25.0,0.0,0.0,2.0,11.0,19.0,19.0,123.0,187.0,216.0,57.0,66.0,66.0,4.0,0.0,4.0,1.0,1.0,6.0,60.0,44.0,47.0,11.0,8.0,8.0,87.0,97.0,81.0,5.0,9.0,18.0,0.376,0.46799999999999997,0.48,0.366,0.355,0.366,8.0,3.0,15.0,39,0.19306930693069307,0.06930693069306931,0.009900990099009901,0.2314410480349345,0.24295774647887325,0.24,0.056768558951965066,0.07394366197183098,0.07142857142857142,0.0,0.0,0.005714285714285714
4,강민호,2015,롯데,0.311,123,380,63,118,18,1,35,243,86,0,0,60,14,112,14,0.639,0.42100000000000004,8,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,1.06,0.22899999999999998,0.235,0.273,98.0,105.0,119.0,310.0,327.0,400.0,37.0,48.0,41.0,71.0,77.0,109.0,14.0,13.0,21.0,2.0,0.0,0.0,16.0,11.0,19.0,137.0,123.0,187.0,40.0,57.0,66.0,1.0,4.0,0.0,2.0,1.0,1.0,33.0,60.0,44.0,13.0,11.0,8.0,92.0,87.0,97.0,6.0,5.0,9.0,0.442,0.376,0.46799999999999997,0.325,0.366,0.355,3.0,8.0,3.0,64,0.27467811158798283,0.07725321888412018,0.004291845493562232,0.19306930693069307,0.2314410480349345,0.24295774647887325,0.06930693069306931,0.056768558951965066,0.07394366197183098,0.009900990099009901,0.0,0.0
4,강민호,2016,롯데,0.32299999999999995,116,381,65,123,26,0,20,209,72,4,0,66,10,91,7,0.5489999999999999,0.433,4,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.982,0.311,0.22899999999999998,0.235,123.0,98.0,105.0,380.0,310.0,327.0,63.0,37.0,48.0,118.0,71.0,77.0,18.0,14.0,13.0,1.0,2.0,0.0,35.0,16.0,11.0,243.0,137.0,123.0,86.0,40.0,57.0,0.0,1.0,4.0,0.0,2.0,1.0,60.0,33.0,60.0,14.0,13.0,11.0,112.0,92.0,87.0,14.0,6.0,5.0,0.639,0.442,0.376,0.42100000000000004,0.325,0.366,8.0,3.0,8.0,77,0.2851851851851852,0.0962962962962963,0.0,0.27467811158798283,0.19306930693069307,0.2314410480349345,0.07725321888412018,0.06930693069306931,0.056768558951965066,0.004291845493562232,0.009900990099009901,0.0
4,강민호,2017,롯데,0.285,130,456,62,130,22,1,22,220,68,0,2,41,15,104,15,0.48200000000000004,0.361,11,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.843,0.32299999999999995,0.311,0.22899999999999998,116.0,123.0,98.0,381.0,380.0,310.0,65.0,63.0,37.0,123.0,118.0,71.0,26.0,18.0,14.0,0.0,1.0,2.0,20.0,35.0,16.0,209.0,243.0,137.0,72.0,86.0,40.0,4.0,0.0,1.0,0.0,0.0,2.0,66.0,60.0,33.0,10.0,14.0,13.0,91.0,112.0,92.0,7.0,14.0,6.0,0.5489999999999999,0.639,0.442,0.433,0.42100000000000004,0.325,4.0,8.0,3.0,85,0.25757575757575757,0.06666666666666667,0.0030303030303030303,0.2851851851851852,0.27467811158798283,0.19306930693069307,0.0962962962962963,0.07725321888412018,0.06930693069306931,0.0,0.004291845493562232,0.009900990099009901
4,강민호,2018,삼성,0.26899999999999996,129,427,46,115,14,0,22,195,71,0,0,29,14,96,11,0.457,0.331,8,185cm/100kg,1985년 08월 18일,포수(우투우타),제주신광초-포철중-포철공고-(국제디지털대)-롯데,9000만원,0.7879999999999999,0.285,0.32299999999999995,0.311,130.0,116.0,123.0,456.0,381.0,380.0,62.0,65.0,63.0,130.0,123.0,118.0,22.0,26.0,18.0,1.0,0.0,1.0,22.0,20.0,35.0,220.0,209.0,243.0,68.0,72.0,86.0,0.0,4.0,0.0,2.0,0.0,0.0,41.0,66.0,60.0,15.0,10.0,14.0,104.0,91.0,112.0,15.0,7.0,14.0,0.48200000000000004,0.5489999999999999,0.639,0.361,0.433,0.42100000000000004,11.0,4.0,8.0,79,0.255663430420712,0.045307443365695796,0.0,0.25757575757575757,0.2851851851851852,0.27467811158798283,0.06666666666666667,0.0962962962962963,0.07725321888412018,0.0030303030303030303,0.0,0.004291845493562232
5,강백호,2018,KT,0.29,138,527,108,153,32,2,29,276,84,3,5,52,3,124,4,0.524,0.35600000000000004,6,184cm/98kg,1999년 07월 29일,외야수(우투좌타),부천북초-이수중-서울고,45000만원,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,0.24064171122994651,0.0855614973262032,0.0053475935828877,,,,,,,,,
6,강병식,2002,현대,0.20800000000000002,89,130,16,27,3,1,6,50,20,0,2,11,3,35,5,0.38461538461538464,0.2847222222222222,1,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.6693376068376069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.19101123595505617,0.033707865168539325,0.011235955056179775,,,,,,,,,
6,강병식,2003,현대,0.138,43,65,6,9,0,1,2,17,11,0,1,12,1,17,1,0.26153846153846155,0.28205128205128205,4,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.5435897435897437,0.20800000000000002,,,89.0,,,130.0,,,16.0,,,27.0,,,3.0,,,1.0,,,6.0,,,50.0,,,20.0,,,0.0,,,2.0,,,11.0,,,3.0,,,35.0,,,5.0,,,0.38461538461538464,,,0.2847222222222222,,,1.0,,,6,0.13043478260869565,0.0,0.021739130434782608,0.19101123595505617,,,0.033707865168539325,,,0.011235955056179775,,
6,강병식,2004,현대,0.17600000000000002,16,17,0,3,1,0,0,4,1,1,0,3,0,5,1,0.2352941176470588,0.3,0,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.5352941176470588,0.138,0.20800000000000002,,43.0,89.0,,65.0,130.0,,6.0,16.0,,9.0,27.0,,0.0,3.0,,1.0,1.0,,2.0,6.0,,17.0,50.0,,11.0,20.0,,0.0,0.0,,1.0,2.0,,12.0,11.0,,1.0,3.0,,17.0,35.0,,1.0,5.0,,0.26153846153846155,0.38461538461538464,,0.28205128205128205,0.2847222222222222,,4.0,1.0,,2,0.16666666666666666,0.08333333333333333,0.0,0.13043478260869565,0.19101123595505617,,0.0,0.033707865168539325,,0.021739130434782608,0.011235955056179775,
6,강병식,2005,현대,0.247,94,182,25,45,10,0,6,73,20,2,0,27,4,44,6,0.4010989010989011,0.3568075117370892,3,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7579064128359903,0.17600000000000002,0.138,0.20800000000000002,16.0,43.0,89.0,17.0,65.0,130.0,0.0,6.0,16.0,3.0,9.0,27.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,6.0,4.0,17.0,50.0,1.0,11.0,20.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,12.0,11.0,0.0,1.0,3.0,5.0,17.0,35.0,1.0,1.0,5.0,0.2352941176470588,0.26153846153846155,0.38461538461538464,0.3,0.28205128205128205,0.2847222222222222,0.0,4.0,1.0,29,0.2196969696969697,0.07575757575757576,0.0,0.16666666666666666,0.13043478260869565,0.19101123595505617,0.08333333333333333,0.0,0.033707865168539325,0.0,0.021739130434782608,0.011235955056179775
6,강병식,2006,현대,0.218,93,133,16,29,7,1,4,50,25,1,1,19,4,28,7,0.3759398496240601,0.3333333333333333,2,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7092731829573935,0.247,0.17600000000000002,0.138,94.0,16.0,43.0,182.0,17.0,65.0,25.0,0.0,6.0,45.0,3.0,9.0,10.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,73.0,4.0,17.0,20.0,1.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,27.0,3.0,12.0,4.0,0.0,1.0,44.0,5.0,17.0,6.0,1.0,1.0,0.4010989010989011,0.2352941176470588,0.26153846153846155,0.3568075117370892,0.3,0.28205128205128205,3.0,0.0,4.0,17,0.16831683168316833,0.06930693069306931,0.009900990099009901,0.2196969696969697,0.16666666666666666,0.13043478260869565,0.07575757575757576,0.08333333333333333,0.0,0.0,0.0,0.021739130434782608
6,강병식,2007,현대,0.27399999999999997,91,135,11,37,4,0,4,53,17,0,1,13,0,24,5,0.3925925925925926,0.33783783783783783,3,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7304304304304304,0.218,0.247,0.17600000000000002,93.0,94.0,16.0,133.0,182.0,17.0,16.0,25.0,0.0,29.0,45.0,3.0,7.0,10.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,50.0,73.0,4.0,25.0,20.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,19.0,27.0,3.0,4.0,4.0,0.0,28.0,44.0,5.0,7.0,6.0,1.0,0.3759398496240601,0.4010989010989011,0.2352941176470588,0.3333333333333333,0.3568075117370892,0.3,2.0,3.0,0.0,29,0.27102803738317754,0.037383177570093455,0.0,0.16831683168316833,0.2196969696969697,0.16666666666666666,0.06930693069306931,0.07575757575757576,0.08333333333333333,0.009900990099009901,0.0,0.0
6,강병식,2008,우리,0.26899999999999996,71,119,12,32,8,0,4,52,17,0,2,14,3,18,2,0.4369747899159664,0.3602941176470588,2,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7972689075630253,0.27399999999999997,0.218,0.247,91.0,93.0,94.0,135.0,133.0,182.0,11.0,16.0,25.0,37.0,29.0,45.0,4.0,7.0,10.0,0.0,1.0,0.0,4.0,4.0,6.0,53.0,50.0,73.0,17.0,25.0,20.0,0.0,1.0,2.0,1.0,1.0,0.0,13.0,19.0,27.0,0.0,4.0,4.0,24.0,28.0,44.0,5.0,7.0,6.0,0.3925925925925926,0.3759398496240601,0.4010989010989011,0.33783783783783783,0.3333333333333333,0.3568075117370892,3.0,2.0,3.0,20,0.20618556701030927,0.08247422680412371,0.0,0.27102803738317754,0.16831683168316833,0.2196969696969697,0.037383177570093455,0.06930693069306931,0.07575757575757576,0.0,0.009900990099009901,0.0
6,강병식,2009,히어로즈,0.25,54,76,9,19,4,0,2,29,14,2,2,13,3,21,0,0.3815789473684211,0.3804347826086957,3,,1977년 04월 23일,,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,0.7620137299771168,0.26899999999999996,0.27399999999999997,0.218,71.0,91.0,93.0,119.0,135.0,133.0,12.0,11.0,16.0,32.0,37.0,29.0,8.0,4.0,7.0,0.0,0.0,1.0,4.0,4.0,4.0,52.0,53.0,50.0,17.0,17.0,25.0,0.0,0.0,1.0,2.0,1.0,1.0,14.0,13.0,19.0,3.0,0.0,4.0,18.0,24.0,28.0,2.0,5.0,7.0,0.4369747899159664,0.3925925925925926,0.3759398496240601,0.3602941176470588,0.33783783783783783,0.3333333333333333,2.0,3.0,2.0,13,0.24528301886792453,0.07547169811320754,0.0,0.20618556701030927,0.27102803738317754,0.16831683168316833,0.08247422680412371,0.037383177570093455,0.06930693069306931,0.0,0.0,0.009900990099009901
